DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
K052119.000,"O'Keeffe, John, 1747-1833.",John O'Keeffe,,,,,,Q6250929,male,,,,"actor, writer",,,English,,,1,1767,"The she gallant: or, square-toes outwitted: A new comedy of two acts. As now performing, with great applause, at the Theater in Smock-Alley, Dublin.",38,ECCO-TCP
K052156.000,"Robinson, Nicholas, 1697?-1775.","Robinson, Nicholas, 1697?-1775.",,,,,,,,,,,,,,,,,1,1757,"A treatise on the virtues and efficacy of a crust of bread: eat early in a morning fasting, to which are added some particular remarks concerning the great cures accomplished by the saliva or fasting spittle, ... By Nicholas Robinson, ...",31,ECCO-TCP
K052215.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1728,"An account of the state of learning in the empire of Lilliput: Together with the history and character of Bullum the Emperor's Library Keeper. Faithfully transcribed out of Captain Lemuel Gulliver's General description of the empire of Lilliput, ...",35,ECCO-TCP
K052227.001,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,384,ECCO-TCP
K052227.002,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,301,ECCO-TCP
K052227.003,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,259,ECCO-TCP
K052227.004,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,310,ECCO-TCP
K052227.005,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,294,ECCO-TCP
K052227.006,"Homer.; Pope, Alexander, 1688-1744.",Homer,"Pope, Alexander, 1688-1744.",,,,,Q6691,male,Ionian League,Greeks,,"poet, author, writer",,,Ancient Greek,,,2,1715,The Iliad: of Homer. Translated by Mr. Pope.; Iliad. English,249,ECCO-TCP
K052287.001,"Brook, Henry, 1703?-1783.",Henry Brooke,,,,,,Q2170258,male,Kingdom of Ireland,,,"writer, poet",,,English,,Middle Temple,1,1765,"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brook.",306,ECCO-TCP
K052287.002,"Brook, Henry, 1703?-1783.",Henry Brooke,,,,,,Q2170258,male,Kingdom of Ireland,,,"writer, poet",,,English,,Middle Temple,1,1765,"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brook.",310,ECCO-TCP
K052287.003,"Brook, Henry, 1703?-1783.",Henry Brooke,,,,,,Q2170258,male,Kingdom of Ireland,,,"writer, poet",,,English,,Middle Temple,1,1765,"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brook.",305,ECCO-TCP
K052287.004,"Brook, Henry, 1703?-1783.",Henry Brooke,,,,,,Q2170258,male,Kingdom of Ireland,,,"writer, poet",,,English,,Middle Temple,1,1765,"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brook.",313,ECCO-TCP
K052287.005,"Brook, Henry, 1703?-1783.",Henry Brooke,,,,,,Q2170258,male,Kingdom of Ireland,,,"writer, poet",,,English,,Middle Temple,1,1765,"The fool of quality: or, the history of Henry Earl of Moreland. In four volumes. By Mr. Brook.",349,ECCO-TCP
K052531.001,"Barbauld, Mrs. (Anna Letitia), 1743-1825.",Anna Laetitia Barbauld,,,,,,Q268305,female,United Kingdom of Great Britain and Ireland,,"poetry, essay","poet, children's writer, literary critic, essayist, writer",,Protestantism,English,,,1,1793,"Sins of government, sins of the nation: or, a discourse for the fast, appointed on April 19, 1793. By a volunteer.",43,ECCO-TCP
K052751.000,"Barker, John, b. 1730.","Barker, John, b. 1730.",,,,,,,,,,,,,,,,,1,1769,"The nature of inoculation explained, and its merits stated: in an essay, intended to supply what appeared still wanting to clear up that subject. ...",50,ECCO-TCP
K052994.001,"Murray, James, 1732-1782.",James Murray,,,,,,Q18731001,male,,,,,,,,,,1,1764,"The history of religion: particularly of the principal denominations of Christians, ... Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: ... By an impartial hand.",507,ECCO-TCP
K052994.004,"Murray, James, 1732-1782.",James Murray,,,,,,Q18731001,male,,,,,,,,,,1,1764,"The history of religion: particularly of the principal denominations of Christians, ... Containing a succinct and genuine account of their original and present constitution, discipline, doctrines, worship, and ceremonies: ... By an impartial hand.",489,ECCO-TCP
K053061.001,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1777,Charles and Charlotte: In two volumes.,246,ECCO-TCP
K053061.002,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1777,Charles and Charlotte: In two volumes.,252,ECCO-TCP
K053196.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1753,"An essay on the power of nature and art, in curing diseases: to which are annexed impartial reflections on James's powder",55,ECCO-TCP
K053219.000,"Janeway, James, 1636?-1674.",James Janeway,,,,,,Q3544044,male,,,,writer,,,,,,1,1710,"Heaven upon earth: or, the best friend, in the worst times. Being a legacy to London. By James Janeway.",411,ECCO-TCP
K053241.000,"Trusler, John, 1735-1820.",John Trusler,,,,,,Q17423813,male,,,,"autobiographer, bookseller",,Anglicanism,English,,,1,1790,"An English accidence: or, abstract of grammar; for the use of those who, without making grammar a study, wish to speak and write correctly. With rules for reading prose and verse. By the Rev. Dr. John Trusler.",31,ECCO-TCP
K053268.000,"Beilby, Ralph, 1743-1817.",Ralph Beilby,,,,,,Q7287236,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,painter,,,English,,,1,1790,A general history of quadrupeds: The figures engraved on wood by T. Bewick.,459,ECCO-TCP
K053286.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1779,"A short history of drugs: &c. likewise china and lacquered ware the produce of the East Indies. Published for the sole direction of the commanders and officers in that service. Who are allowed private-trade, homeward bound: ...",74,ECCO-TCP
K053335.000,"Catherwood, John, b. 1686.","Catherwood, John, b. 1686.",,,,,,,,,,,,,,,,,1,1715,"A new method of curing the apoplexy: With an appendix, containing some observations upon the use and abuse of physic. By John Catherwood, M.D.",84,ECCO-TCP
K053357.000,"Mandeville, Bernard, 1670-1733.",Bernard Mandeville,,,,,,Q379912,male,Netherlands,,,"philosopher, economist, physician, writer",,,English,,,1,1725,"An enquiry into the causes of the frequent executions at Tyburn: and a proposal for some regulations concerning felons in prison, and the good effects to be expected from them. ... By B. Mandeville, M.D",69,ECCO-TCP
K053359.000,"Blumenbach, Johann Friedrich, 1752-1840.",Johann Friedrich Blumenbach,,,,,,Q58588,male,Saxe-Gotha-Altenburg,,anthropology,"anatomist, anthropologist, paleontologist, zoologist, physician, university teacher, physiologist",professor,,"German, Latin",,"Royal Society, German Academy of Sciences Leopoldina, Royal Swedish Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, Bavarian Academy of Sciences and Humanities, Russian Academy of Sciences, Royal Prussian Academy of Sciences, Royal Netherlands Academy of Arts and Sciences, Academy of Sciences of Turin",1,1792,"An essay on generation. By J. F. Blumenbach, M.D. ... Translated from the German; Uber den Bildungstrieb. English",92,ECCO-TCP
K053409.000,"Sharp, Granville, 1735-1813.",Granville Sharp,,,,,,Q726029,male,United Kingdom of Great Britain and Ireland,,,"politician, jurist",,,English,,,1,1777,"A tract on the law of nature, and principles of action in man: By Granville Sharp.",673,ECCO-TCP
K053415.001,"Equiano, Olaudah, b. 1745.",Olaudah Equiano,,,,,,Q379887,male,,Igbo people,,"writer, autobiographer, barber, merchant, actor",,,"French, English",,Sons of Africa,1,1789,"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself.",297,ECCO-TCP
K053415.002,"Equiano, Olaudah, b. 1745.",Olaudah Equiano,,,,,,Q379887,male,,Igbo people,,"writer, autobiographer, barber, merchant, actor",,,"French, English",,Sons of Africa,1,1789,"The interesting narrative of the life of Olaudah Equiano: or Gustavus Vassa, the African. Written by himself.",269,ECCO-TCP
K053453.000,"Marat, Jean Paul, 1743-1793.",Jean-Paul Marat,,,,,,Q122290,male,France,,,"politician, journalist, physician",member of the French National Assembly,,French,,,1,1774,"Chains of slavery: A work wherein the clandestine and villianous attempts of princes to ruin liberty are pointed out, ...; Chains of slavery. French.",323,ECCO-TCP
K053723.000,"MacNally, Leonard, 1752-1820.; Sedaine, 1719-1797.",Leonard Macnally,"Sedaine, 1719-1797.",,,,,Q52154328,male,,,,,,,English,,,2,1786,"Richard Coeur de Lion: A comic opera, as performed at the Theater Royal Covent Garden. Taken from a French comedy of the same name, written by Monsieur Sedaine; by Leonard Macnally, Esquire.",70,ECCO-TCP
K053821.000,"Hicks, T.","Hicks, T.",,,,,,,,,,,,,,,,,1,1703,"A complete treatise of urines, showing the right method of urinal prognostication, far different from the common practice of quacks and mountebanks. By T.H. Pharmacop. Rustican",99,ECCO-TCP
K053900.000,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1795,"A journey made in the summer of 1794, through Holland and the western frontier of Germany: with a return down the Rhine: to which are added Observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland. By Ann Radcliffe.",508,ECCO-TCP
K053903.001,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1794,"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ...",440,ECCO-TCP
K053903.004,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1794,"The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ...",434,ECCO-TCP
K053904.002,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1797,"The Italian: or the confessional of the black penitents. A romance. By Ann Radcliffe, ... In three volumes. ...",365,ECCO-TCP
K053906.000,"Radcliffe, Ann Sophia.","Radcliffe, Ann Sophia.",,,,,,,,,,,,,,,,,1,1800,"The ladies elegant jester, or fun for the female sex; being a chaste and delicate selection of good things, ... together with many originals, by Ann Sophia Radcliffe",47,ECCO-TCP
K053907.001,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1790,A Sicilian romance: By the authoress of the castles of Athlin and Dunbayne. In two volumes. ...,241,ECCO-TCP
K053907.002,"Radcliffe, Ann Ward, 1764-1823.",Ann Radcliffe,,,,,,Q231944,female,"Great Britain, United Kingdom of Great Britain and Ireland",,,"novelist, writer",,,English,,,1,1790,A Sicilian romance: By the authoress of the castles of Athlin and Dunbayne. In two volumes. ...,220,ECCO-TCP
K054254.000,"Arbuthnot, John, 1667-1735.",John Arbuthnot,,,,,,Q435816,male,Great Britain,,,"mathematician, writer, composer, physician",,,English,,"Royal Society, Royal College of Physicians",1,1701,An essay on the usefulness of mathematical learning: in a letter from a gentleman in the city to his friend in Oxford.,60,ECCO-TCP
K054260.000,"Jerningham, Mr. (Edward), 1737?-1812.",Edward Jerningham,,,,,,Q18528200,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"playwright, poet",,,,,Accademia della Crusca,1,1786,"Lines written in the album, at Cossey-Hall, Norfolk, the seat of Sir William Jerningham, Bart. August 4th, 1786",8,ECCO-TCP
K054264.000,"More, Hannah, 1745-1833.",Hannah More,,,,,,Q25880,female,"United Kingdom of Great Britain and Ireland, Great Britain",,"poetry, essay","writer, poet, essayist, philanthropist, abolitionist, playwright, tragedy writer",,Anglicanism,English,,Blue Stockings Society,1,1776,Sir Eldred of the bower: and the bleeding rock: two legendary tales. By Miss Hannah More.,29,ECCO-TCP
K054348.000,"Douglas, John, ca. 1680-1743.","Douglas, John, ca. 1680-1743.",,,,,,,,,,,,,,,,,1,1736,"A short account of the state of midwifery in London, Westminster, &c. ... By John Douglas,",81,ECCO-TCP
K054429.000,"Lucas, Charles, 1713-1771.",Charles Lucas,,,,,,Q5080370,male,,,,"physician, politician",Member of Parliament in the Parliament of Ireland,,,,,1,1741,"Pharmacomastix: or, the office, use, and abuse of apothecaries explained; ... By the author of the scheme on which the said statute was founded",80,ECCO-TCP
K054680.002,"Walpole, Horace, 1717-1797.",Horace Walpole,,,,,,Q309903,male,Great Britain,English people,,"writer, novelist, autobiographer, politician","Member of the 11th Parliament of Great Britain, Member of the 9th Parliament of Great Britain, Member of the 10th Parliament of Great Britain, Member of the 12th Parliament of Great Britain",,English,,Royal Society,1,1765,Anecdotes of painting in England: with some account of the principal artists; and incidental notes on other arts; collected by the late Mr. George Virtue; and now digested and published from his original MSS. by Mr. Horace Walpole. The second edition. ...,240,ECCO-TCP
