TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K042690.000,,,,Free,Philip Francis,,,,,,,140521,10077.0,,,Ireland,,,SirPhilipFrancis.jpg,"2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 16th Parliament of Great Britain, 17th Parliament of Great Britain",,"politician, writer",,,"Member of the 3rd Parliament of the United Kingdom, Member of Parliament in the Parliament of Great Britain, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,Philip Francis,,,,,,"Francis, Philip, Sir, 1740-1818.",1.0,1796.0,"Proceedings in the House of Commons on the slave trade, and state of the negroes in the West India islands. With an appendix. By Philip Francis, Esquire",,107.0,,30262,3885,0.1283788249289538,30261,17810,0.5885463137371534,44
K042710.000,,,,Free,Francis Godolphin Waldron,,,,,,,,28449.0,,,,,,FG Waldron Gardiner.jpg,,,stage actor,,,,,male,,,Francis Godolphin Waldron,,,,,,"Waldron, F. G. (Francis Godolphin), 1744-1818.",1.0,1794.0,"The prodigal. A dramatic piece. As performed at the Theater Royal, in the Hay-Market, December 2, 1793",,35.0,,5998,1710,0.2850950316772257,5997,5246,0.8747707186926796,0
K042716.000,,,,Free,Thomas Hull,,,,,,,32315,14109.0,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1.0,1773.0,The prodigal son; an oratorio: written by Mr. Hull. Set to music by Mr. Arnold.,,31.0,,4171,1392,0.33373291776552383,4170,3692,0.8853717026378897,0
K042848.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1784.0,"A representation to His Majesty, moved in the House of Commons: by the Right Honorable Edmund Burke, and seconded by the Right Honorable William Windham, on Monday, June 14, 1784, and negatived. With a preface and notes.",,37.0,,12235,2279,0.18626890069472823,12234,7989,0.6530161844041197,12
K042903.000,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1765.0,"A review of Doctor Johnson's new edition of Shakespeare: in which the ignorance, or inattention, of that editor is exposed, ... By W. Kenrick.",,160.0,,47394,5697,0.12020508925180402,47393,27196,0.5738400185681429,5
K042939.000,,,,Free,Thomas Hull,,,,,,,32315,14109.0,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1.0,1774.0,"Richard Plantagenet: a legendary tale, now first published, by Mr. Hull.",,34.0,,4146,1618,0.39025566811384466,4145,3719,0.8972255729794933,0
K042986.000,,,,Free,Thomas Spence,,,,,,,,26112.0,,,United Kingdom of Great Britain and Ireland,,,ThomasSpence.png,,,"writer, politician",,,,,male,,,Thomas Spence,,,,,,"Spence, Thomas, 1750-1814.",1.0,1793.0,The rights of man: first published in the year 1783.,,1.0,,845,379,0.4485207100591716,844,786,0.9312796208530806,0
K043015.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1.0,1775.0,The rivals: a comedy. As it is acted at the Theater Royal in Covent Garden.,,116.0,,29991,3996,0.13323997199159748,29990,18659,0.6221740580193398,1
K043021.000,,,,Free,Moses Mendez,,,,,,,,18554.0,,,,,,Moses Mendes.jpg,,,"playwright, poet",,,,,male,,,Moses Mendez,,,,,,"Mendez, Moses, d. 1758.",1.0,1751.0,Robin Hood: A new musical entertainment. As it is performed at the Theater Royal in Drury Lane. The music composed by the Society of the Temple of Apollo.,,26.0,,3085,1019,0.33030794165316046,3084,2693,0.8732166018158236,0
K043079.000,,,,Free,Charles Dibdin,,,,,,,25210,7585.0,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1.0,1784.0,Royal Circus epitomized,,97.0,,15954,2820,0.17675817976682964,15953,10684,0.6697172945527488,1
K043092.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344.0,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1.0,1768.0,"The royal garland, a new occasional interlude, in honor of his Danish Majesty: Set to music by Mr. Arnold, and performed at the Theater Royal, Covent Garden.",,19.0,,996,478,0.4799196787148594,995,852,0.8562814070351759,0
K043154.000,,,,Free,Frederick Pilon,,,,,,,212003,22284.0,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1.0,1785.0,"Barataria: or, Sancho turned governor, a farce, in two acts. As it is performed at the Theater Royal, Covent Garden. By Frederick Pilon.",,36.0,,10877,2311,0.21246667279580767,10876,8223,0.7560684075027584,0
K043155.000,,,,Free,Frederick Pilon,,,,,,,212003,22284.0,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1.0,1780.0,The humors of an election: A farce. As it is performed at the Theater Royal in Covent Garden. Written by F. Pilon.,,38.0,,7607,1685,0.2215065071644538,7606,5742,0.7549303181698659,1
K043166.000,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1778.0,"Know your own mind: a comedy, performed at the Theater Royal, in Covent Garden.",,110.0,,27949,3598,0.12873448066120433,27948,16848,0.6028338342636325,4
K043175.000,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1759.0,"The orphan of China: a tragedy, as it is performed at the Theater Royal, in Drury Lane.",,105.0,,19607,3670,0.18717804865609222,19606,15023,0.766245027032541,0
K043181.000,,,,Free,"Sir Henry Dudley, 1st Baronet",,,,,,,137632,8152.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,Gainsborough The-Rev.-Sir-Henry-Bate-Dudley.jpg,,,"judge, justice of the peace",,,,Anglicanism,male,,,"Sir Henry Dudley, 1st Baronet",,,,,,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",1.0,1794.0,"The travellers in Switzerland: A comic opera, in three acts: as performed at the Theater Royal, Covent Garden. By Mr. Bate Dudley.",,84.0,,18301,3320,0.18141085186601824,18300,13103,0.7160109289617487,0
K043182.000,,,,Free,Richard Glover,,,,,,,141851,10831.0,,,Great Britain,,English people,,,English,"writer, politician, poet",,,Member of the 12th Parliament of Great Britain,,male,,,Richard Glover,,,,,,"Glover, Richard, 1712-1785.",1.0,1799.0,"Jason; a tragedy: in five acts. By R. Glover, ...",,87.0,,14012,3596,0.25663716814159293,14011,11606,0.8283491542359575,0
K043186.000,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374.0,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1.0,1794.0,"The wedding day: a comedy; in two acts. As performed at the Theater Royal, Drury Lane. By Mrs. Inchbald.",,47.0,,8291,1310,0.15800265347967676,8290,5248,0.6330518697225573,1
K043195.000,,,,Free,Joseph George Holman,,,,,,,147250,13580.0,,,,,,Joseph George Holman de Wilde.jpg,,,actor,,,,,male,"Jane Hamilton, Maria Hughes, Mary Sarah Lattimer",,Joseph George Holman,,,,,,"Holman, J. G. (Joseph George), 1764-1817.",1.0,1799.0,"The Red-Cross Knights: A play, in five acts. As performed at the Theater Royal, Hay-Market. Founded on The robbers of Schiller. By J. G. Holman.",,71.0,,13508,2719,0.20128812555522654,13507,10306,0.7630117716739468,0
K043199.000,,,,Free,Thomas Holcroft,,,,,,,31815,13487.0,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,Thomas Holcroft by John Opie (2).jpg,,,"playwright, writer, novelist",,,,,male,,,Thomas Holcroft,,,,,,"Holcroft, Thomas, 1745-1809.",1.0,1798.0,"Knave, or not?: A comedy: in five acts. As performed at the Theater Royal, Drury Lane. By Thomas Holcroft.",,97.0,,22561,3322,0.14724524622135543,22560,14352,0.6361702127659574,3
K043204.000,,,,Free,Thomas Holcroft,,,,,,,31815,13487.0,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,Thomas Holcroft by John Opie (2).jpg,,,"playwright, writer, novelist",,,,,male,,,Thomas Holcroft,,,,,,"Holcroft, Thomas, 1745-1809.",1.0,1794.0,"Love's frailties: a comedy in five acts, as performed at the Theater Royal, Covent Garden. By Thomas Holcroft.",,86.0,,19503,3390,0.1738194123980926,19502,13311,0.6825453799610296,6
K043302.000,,,,Free,General Infirmary at Leeds.,,,,,,,,,,,,,,,,,,,,,,male,,,General Infirmary at Leeds.,,,,,,General Infirmary at Leeds.,1.0,1771.0,Rules and orders of the General Infirmary at Leeds,,30.0,,4841,949,0.19603387729807892,4840,2929,0.6051652892561984,0
K043382.000,,,,Free,Physician.,,,,,,,,,,,,,,,,,,,,,,male,,,Physician.,,,,,,Physician.,1.0,1721.0,"A treatise of diseases of the head, brain, and nerves: More especially of the palsy, apoplexy, ... To which is subjoined, A discourse of the nature, real cause and certain cure of melancholy in men, and vapors in women: ... By a physician.",,80.0,,23193,3191,0.1375846160479455,23192,14051,0.6058554674025526,1
K043527.000,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306.0,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1.0,1736.0,"The prospect: being the fifth part of Liberty. A poem. By Mr. Thomson; Liberty, a poem.",,38.0,,6446,2476,0.3841141793360223,6445,5820,0.9030256012412723,2
K043587.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1727.0,"Pudding and dumpling burnt to pot. Or, a complete key to the dissertation on dumpling. Wherein all the mystery of that dark treatise is brought to light; in such a manner and method, that the meanest capacity may know who and who is together. Published for the general information of mankind. By J. W. author of 684 treatises",,32.0,,4535,1381,0.30452039691289967,4534,3702,0.8164975738861933,2
K043640.000,,,,Free,George Berkeley,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","empiricism, Immaterialism",,,"De Motu, An Essay Towards a New Theory of Vision, A Treatise Concerning the Principles of Human Knowledge, Three Dialogues between Hylas and Philonous, The Theory of Vision, or Visual Language, The Analyst, Siris, The Querist","John Locke, Nicolas Malebranche",,2211.0,,,Kingdom of Ireland,,,George Berkeley by Jonh Smibert.jpg,,,"philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician",Christ Church Cathedral,,"Bishop of Cloyne, Dean of Derry, Dean of Dromore",Anglicanism,male,"Anne Forster, Sarah Foster",,George Berkeley,,,,,,"Berkeley, George, 1685-1753.",1.0,1735.0,"The querist: containing several queries, proposed to the consideration of the public.; Querist.",,59.0,,10477,2246,0.2143743438007063,10476,7101,0.6778350515463918,1
K043689.000,,,,Free,James Cobb,,,,,,,,5731.0,,,,,,,,,librettist,,,,,male,,,James Cobb,,,,,,"Cobb, James, 1756-1818.",1.0,1800.0,"Ramah Droog: a comic opera, in three acts. As performed with universal applause at the Theater Royal, Covent Garden. By James Cobb, Esquire.",,76.0,,11599,2331,0.20096560048280024,11598,8741,0.753664424900845,0
K043780.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot," Company of Upholders (London, England)",,,,,"Arbuthnot, John, 1667-1735.; Company of Upholders (London, England)",2.0,1724.0,"Reasons humbly offered by the Company exercising the trade and mystery of upholders: against part of the bill for the better viewing, searching, and examining drugs, medicines, &c.",,9.0,,957,376,0.3928944618599791,956,765,0.8002092050209205,0
K043812.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1759.0,"Reasons why David Garrick, Esquire; should not appear on the stage, in a letter to John Rich, Esquire",,37.0,,4276,1115,0.2607577174929841,4275,3365,0.7871345029239766,0
K043839.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344.0,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1.0,1770.0,The recruiting sergeant: a musical entertainment as it is performed at the Theater Royal in Drury Lane.,,25.0,,2261,765,0.3383458646616541,2260,1910,0.8451327433628318,0
K043848.000,,,,Free,John Dennis,,,,,,,136099,7503.0,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1.0,1711.0,"Reflections critical and satirical, upon a late rhapsody called, An essay upon criticism: By Mr. Dennis.",,39.0,,11927,2222,0.18629999161566194,11926,8124,0.6812007378836157,0
K043880.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1790.0,Reflections on the Revolution in France: and on the proceedings in certain societies in London relative to that event. In a letter intended to have been sent to a gentleman in Paris. By the Right Honorable Edmund Burke.,,359.0,,95730,9160,0.09568578293116056,95729,51585,0.5388649207659121,196
K043952.000,,,,Free,Kitty Clive,,,,,,,167694,5694.0,,,Great Britain,,,Catherine Clive “Kitty” (Willem Verelst 1740).jpg,,,"actor, singer, opera singer, playwright, writer, stage actor",,,,,female,,,Kitty Clive,,,,,,"Clive, Mrs. (Catherine), 1711-1785.",1.0,1753.0,"The rehearsal: or, bays in petticoats: A comedy in two acts. As it is performed at the Theater Royal in Drury Lane. Written by Mrs. Clive. The music composed by Dr. Boyce.",,35.0,,6133,1130,0.18424914397521605,6132,4262,0.6950424005218526,0
K043977.000,,,,Free,George Alexander Stevens,,,,,,,,26422.0,,,Great Britain,,,"George Alexander Stevens (1710-80) and Mrs Paul Sandby (1736-1797), by Paul Sandby (1731-1809).jpg",,,"playwright, poet, songwriter, actor",,,,,male,,,George Alexander Stevens,,,,,,"Stevens, George Alexander, 1710-1784.",1.0,1751.0,"Religion: or, the libertine repentant: A rhapsody. By George Alexander Stevens.",,15.0,,1457,774,0.5312285518188058,1456,1398,0.9601648351648352,0
K043996.000,,,,Free,Granville Sharp,,,,,,,78454,25208.0,,,United Kingdom of Great Britain and Ireland,,,Granville Sharp (Hoare memoire).jpg,,,"politician, jurist","Tomb Of Granville Sharp, All Saints Churchyard",,,,male,,,Granville Sharp,,,,,,"Sharp, Granville, 1735-1813.",1.0,1771.0,Remarks concerning the encroachments on the river Thames near Durham-yard. ... In two parts,,63.0,,7679,1714,0.22320614663367627,7678,5224,0.6803855170617348,4
